sid,testname,testcode,price
1863,Prothrombin Time (PT) and INR (International Normalized Ratio),LDA10002,350
1864,PSA (IHC Marker),LDA10035,1650
1865,PTH (Intact)-Parathyroid Hormone,LDA10065,1320
1866,Pus - AFB Culture Rapid,LDAI10178,1000
1867,Pus - Culture & Sensitivity Aerobic (Conventional),LDAI10013,650
1868,Pus - Culture & Sensitivity Anaerobic (Conventional) -,LDAI10080,1050
1869,Pus - Fungus Culture,LDAI10154,1000
1870,Pyogenic Granuloma - Histopathology LDAall,LDA10031,750
1871,Pyruvate (Pyruvic Acid),LDA10057,3300
1872,Quadruple Test,LDA10116,3500
1873,Quantiferon TB Gold,LDA10025,2640
1874,Radical - Histopathology,LDA10111,2400
1875,Radical Neck Dissection - Histopathology,LDA10106,2400
1876,Radical with Block - Histopathology,LDA10112,2400
1877,LDA Count (Red Blood Cell count),LDA10013,100
1878,RCC (Renal Cell Carcinoma) (IHC Marker),LDA10068,1650
1879,RDW (Red Cell Distribution Width),LDA10019,110
1880,"RET/PTC rearrangement, thyroid
cancer",LDA10222,23800
1881,Reticulin Stain / Silver stain,LDA10121,650
1882,Reticulocyte Count,LDA10041,330
1883,Retinal degeneration gene panel,LDA10461,30000
1884,"RETT syndrome (MECP2 mutation
analysis)",LDA10232,8000
1885,"Rett Syndrome comprehensive gene panel, NGS",LDA10437,30000
1886,"RF Factor, Synovial Fluid",LDA10132,620
1887,"Rheumatoid Factor  - RF Factor,
Qualitative",LDA10008,350
1888,"Rheumatoid Factor - RF Factor,
(Quantitative)",LDA10083,450
1889,"Rickettsia (Typhus Fever) antibody
(IgG,IgM)",LDA10344,10500
1890,Rickettsia PCR,LDA10438,7000
1891,"ROMA Value (HE4 +
CA125)/Ovarian cancer Panel",LDA10183,3200
1892,Rubella (German Measles) IgG,LDA10138,490
1893,Rubella (German Measles) IgM,LDA10137,490
1894,"Rubella Avidity, IgG",LDA10139,1210
1895,Rubeola (Measles) IgG,LDA10006,2180
1896,Rubeola (Measles) IgM,LDA10005,2180
1897,S100  (IHC Marker),LDA10054,1650
1898,"SAAG(Serum Ascites-Albumin
Gradient)",LDA10111,370
1899,Salivary gland  - Histopathology LDAall,LDA10049,750
1900,"SCA Comprehensive Panel SCA1, 2, 3, 6, 7",LDA10373,16200
1901,"SCA12 LDAinocerebellar Ataxia Type
12, LDA Repeats",LDA10486,4100
1902,Scleroderma Panel,LDA10474,7000
1903,SCN1A genetic testing,LDA10363,478500
1904,"Scraping For Fungus Exam, KOH
Prep.",LDAI10174,350
1905,Scrub Typhus Antibody,LDAI10261,1300
1906,Scrub typhus IgM antibody test,LDA10482,1150
1907,"Secretions - Culture & Sensitivity
Aerobic (Conventional)",LDAI10018,650
1908,Semen - AFB Culture Rapid,LDAI10185,1000
1909,Semen - Culture & Sensitivity Aerobic (Conventional),LDAI10019,650
1910,Semen - Fungus Culture,LDAI10147,1000
1911,Semen Analysis,LDA10164,450
1912,Semen Fructose Qualitative,LDA10162,300
1913,Serum Theophylline,LDA10402,1350
1914,SES- Acute Encephalitic Syndrome PCR,LDA10153,43200
1915,SES- Acute Pyrexia + Dengue IgM PCR,LDA10165,19250
1916,SES- Febrile Neutropenia/Post tranLDAlant infection/Pneumonia PCR,LDA10157,46700
1917,SES- Infectious Endophthalmitis PCR,LDA10160,32200
1918,SES- Meningitis PCR,LDA10150,19000
1919,SES- Meningo Encephalitis PCR,LDA10152,19500
1920,SES- Sepsis PCR,LDA10155,22000
1921,SES- Sepsis PCR with Antibiotic Resistance,LDA10156,30000
1922,SES- Uveitis PCR,LDA10163,11000
1923,SES- Viral Retinitis PCR,LDA10161,16000
1924,SGOT,LDA10043,150
1925,sHBG (Sex Hormone Binding Globulin),LDA10069,2650
1926,Shwachman-Diamond syndrome,LDA10412,44000
1927,"Sickling, Screening Test",LDA10030,190
1928,Single IHC Marker (IHC Marker),LDA10075,1650
1929,Skin - Histopathology LDAall,LDA10027,750
1930,"Skin And Nasal Scrappings
(Leprabacilli )",LDAI10236,300
1931,Skin Biopsy Panel - Histopathology,LDA10061,3650
1932,"Skin For Fungus Exam., KOH Preparation",LDAI10163,350
1933,Skin Scraping -Fungus Culture,LDAI10159,1000
1934,Sleeve gastrectomy - Histopathology large,LDA10017,1800
1935,Slide Issue,LDA10075,200
1936,Slides & Blocks Issue,LDA10069,200
1937,Slides (Duplicate) Issue,LDA10017,200
1938,Slides Issue for II Opinion,LDA10068,200
1939,LDAA (IHC Marker),LDA10034,1650
1940,LDAall - Histopathology,LDA10046,750
1941,LDAall Cell Lymphoma Panel,LDA10054,5050
1942,LDAall Diag./Incision - Histopathology,LDA10029,750
1943,"LDAear Examination for Malarial
Parasite",LDA10023,100
1944,LDAear For Leprae Bacilli,LDA10171,200
1945,"LDAoth Muscle Antibody (ALDAA), IFA",LDA10251,2180
1946,Sodium,LDA10056,150
1947,Sodium & Potassium,LDA10069,300
1948,"Sodium Valproate Level or Valproic
Acid",LDA10013,920
1949,"Sodium, 24Hrs. Urine",LDA10037,250
1950,"Sodium, Body Fluid",LDA10154,150
1951,"Sodium, Random Urine",LDA10064,250
1952,Soft Tissue Tumor Resection - Histopathology radical,LDA10109,2400
1953,Somatic Genomic Testing -SGT 352,LDA10475,35000
1954,"LDAecial Histochemical stain (except
reticulin stain) - Formalin fixed tissue",LDA10120,600
1955,LDAecial Histochemical stain (except reticulin stain) - Paraffin block,LDA10119,300
1956,"LDAecific Gravity, Urine",LDA10091,80
1957,LDAerm DNA fragmentation,LDA10200,10000
1958,LDAinal muscular Atrophy Microdeletion (LDAA)-PCR (Pre- natal),LDA10059,13050
1959,LDAinal muscular dystrophy (LDAA) by PCR,LDA10057,4600
1960,LDAleen - Histopathology large,LDA10011,1800
1961,LDAutum - AFB Culture Rapid,LDAI10196,1000
1962,"LDAutum - Culture & Sensitivity
Aerobic (Conventional)",LDAI10014,650
1963,LDAutum - Fungus Culture,LDAI10157,1000
1964,LDAutum Exam. for Malignant Cells,LDA10010,550
1965,"LDAutum Examination, Routine",LDA10190,110
1966,"LDAutum For Fungus Exam., KOH
Preparation",LDAI10169,350
1967,SRY detection (Yp11.3) by FISH,LDAI10060,5500
1968,"STK11 gene analysis (Peutz-Jeghers
Syndrome)",LDA10480,30000
1969,Stomach - Histopathology LDAall,LDA10038,750
1970,Stool - AFB Culture Rapid,LDAI10199,1000
1971,"Stool - Culture & Sensitivity Aerobic
(Conventional)",LDAI10027,650
1972,Stool  Examination (Routine),LDA10002,120
1973,"Stool Examination, PH and Reducing Substances",LDA10108,130
1974,Stool For Fat Globules,LDA10104,550
1975,Stool For Occult Blood,LDA10099,140
1976,Stool For Reducing Sugar,LDA10100,130
1977,Stool For Rota Virus,LDA10103,1980
1978,Stool -Fungus Culture,LDAI10148,1000
1979,"Streptococcus Group B Antigen
Detection",LDA10191,1070
1980,"Streptococcus pneumoniae Antigen
detection CLDA",LDA10122,1550
1981,Superficial Lumps - Histopathology medium,LDA10087,1200
1982,Surrogacy Panel,LDA10207,5000
1983,Swab - AFB Culture Rapid,LDAI10192,1000
1984,"Swabs For Fungus Exam, KOH Prep.",LDAI10173,350
1985,Sympathectomy - Histopathology large,LDA10010,1800
1986,Synaptophysin (IHC Marker),LDA10059,1650
1987,Synovial - Histopathology LDAall,LDA10045,750
1988,Synovial Fluid - AFB Culture Rapid,LDAI10182,1000
1989,Synovial Fluid - Culture & Sensitivity Aerobic (Automated),LDAI10051,1050
1990,Synovial Fluid - Culture & Sensitivity Aerobic (Conventional),LDAI10006,650
1991,"Synovial Fluid - Culture &
Sensitivity Anaerobic (Conventional)",LDAI10077,1050
1992,Synovial Fluid - Fungus Culture,LDAI10141,1000
1993,Synovial Fluid Exam. for Malignant Cells,LDA10005,550
1994,Synovial Fluid Examination,LDA10130,500
1995,Synovium - Histopathology medium,LDA10097,1200
1996,Syphilis Serology,LDA10378,1700
1997,"T B NK cell lymphocytes subset
analysis",LDA10096,3700
1998,T Cell clonality,LDA010105,13200
1999,t(5;12) or PDGFRB/ETV6 RTPCR,LDA10077,4250
2000,"T, B Myeloid & Karyotype Combo Panel",LDA10007,10150
2001,"T3, Total (Tri-Iodothyronine)",LDA10175,310
2002,"T4, Total  (Thyroxine Total)",LDA10176,310
2003,Tacrolimus,LDA10016,3870
2004,"Tartarate Resistant Acid PhoLDAhatase-Cytochemistry Stain
(TRAP)",LDA10156,1900
2005,"Tay-Sachs disease (HEXA) gene
analysis",LDA10460,30000
2006,TB Confirmatory Test,LDA10012,4750
2007,TB detection through TMA,LDA10037,3000
2008,TB Drug Resist Rapid,LDA10141,13750
2009,TB Drug Resistance- MDRsure (Hain's Line Probe Assay),LDA10038,1800
2010,TB Drug Resistance- XDRsure (Hain's Line Probe Assay),LDA10039,4000
2011,TB PCR,LDA10032,2000
2012,TB Screen,LDA10048,1160
2013,TB Xpert /Gene xpert,LDA10040,2200
2014,TBC and MOTT Identification of cultured broth,LDAI10238,1300
2015,TdT    Flowcytometry,LDA10037,1850
2016,TdT  (IHC Marker),LDA10053,1650
2017,Testis - Histopathology large,LDA10005,1800
2018,Testosterone Free,LDA10055,2180
2019,Testosterone Total,LDA10056,550
2020,Thalassemia Mutation (5 common mutations) Prenatal LDAecimen,LDA10418,17000
2021,Thalassemia Profile,LDA10049,2200
2022,"Thiamine-reLDAonsive megaloblastic anaemia syndrome or Roger
Syndrome",LDA10321,44000
2023,Throat Swab - Culture & Sensitivity Aerobic (Conventional),LDAI10020,650
2024,Throat Swab - Fungus Culture,LDAI10155,1000
2025,Throat Swab For Albert Stain,LDAI10096,300
2026,"Throat Swab For Fungus
Examination",LDAI10117,350
2027,Thrombin Time,LDA10004,850
2028,Thrombophilia profile,LDA10180,15950
2029,Thyroglobulin (IHC Marker),LDA10040,1650
2030,Thyroglobulin (Tg),LDA10170,2420
2031,Thyroid Antibodies Profile,LDA10003,2310
2032,Thyroid Profile Free,LDA10065,800
2033,Thyroid Profile Free-ultra sensitive,LDA10066,990
2034,Thyroid Profile Total,LDA10067,660
2035,Thyroid Profile Total- ultra sensitive,LDA10068,760
2036,TIBC (Total Iron Binding Capacity),LDA10076,450
2037,Tissue - Fungus Culture,LDAI10150,1000
2038,Tissue Culture & Sensitivity (Conventional),LDAI10026,650
2039,"Tissue For Fungus Exam., KOH
Preparation",LDAI10171,350
2040,Tissue Transglutaminase (TTG) IgG,LDA10428,1400
2041,Tissues - AFB Culture Rapid,LDAI10191,1000
2042,TLC & DLC (Total Leukocyte Count &  Differential Leukocyte Count),LDA10006,130
2043,"TLC & DLC, Fluid (Total Leukocyte
Count,& Differential Leukocyte Count Body Fluid)",LDA10146,400
2044,"TLC, Body Fluids (Total Leukocyte
Count, Body Fluid)",LDA10142,130
2045,TMA + AFB Culture,LDA10016,4600
2046,TMA + MOTT Differentiation,LDA10013,9700
2047,TMA+ MDR Sure panel,LDA10090,8800
2048,TMB+ PDL1+ MSI,LDA10449,"80,000"
2049,"TNF Alpha (Tumour Necrosis Factor
Alpha)",LDA10119,5450
2050,Torch  IgM & IgG Antibodies,LDA10148,2530
2051,Torch IgG Antibodies,LDA10147,1450
2052,Torch IgG Avidity Panel,LDA10054,3390
2053,Torch IgM Antibodies,LDA10146,1450
2054,TORCH PCR,LDA10051,6650
2055,"Total B -hCG, Quantitative",LDA10120,600
2056,Total PSA (Total Prostate LDAecific Antigen),LDA10166,660
2057,"ToxoplaLDAa Avidity, IgG",LDA10133,1210
2058,ToxoplaLDAa IgG,LDA10132,490
2059,ToxoplaLDAa IgM,LDA10131,490
2060,ToxoplaLDAa IgM & IgG,LDA10153,970
2061,ToxoplaLDAa PCR,LDA10138,3300
2062,"TP53 Gene Analysis (R175, G245, R248, R273, R282)",LDA10490,24000
2063,TPHA (Quantitative),LDA10192,770
2064,"TPHA (Treponema Palladium
Hemagglutination)",LDA10205,660
2065,"TPMT Enzyme Activity Thiopurine
Methyl TranLDAerase",LDA10495,6000
2066,"TPMT Genotyping Analysis (for Prognostically
Stratifying patients with Thiopurine
Drug Toxicity)",LDA10012,6600
2067,TracQ - B (HBV DNA Quantitative PCR),LDA10027,6850
2068,TracQ - C (HCV RNA Quantitative RTPCR),LDA10029,7700
2069,"TracQ - C Duo (TracQ - C, GenochecQ - C)",LDA10095,15050
2070,TranLDAerrin,LDA10090,1090
2071,Translocation BCR/ABL Qualitative RTPCR,LDA10001,4850
2072,Translocation BCR/ABL Quant. RTPCR (MRD),LDA10013,7250
2073,Translocation PML/RARa Qualitative RTPCR,LDA10002,4850
2074,Translocation PML/RARa Quant. RTPCR (MRD),LDA10015,7850
2075,Translocation t(14;20) by FISH,LDAI10029,4100
2076,Translocation t(4;11) by FISH,LDAI10068,4500
2077,Tricyclic Antidepressants Screen,LDA10018,10780
2078,Tridot Panel,LDA10016,1500
2079,Triglycerides,LDA10023,290
2080,"Triglycerides, Body Fluid",LDA10155,290
2081,Triple Test (2nd TLDAester),LDA10115,2420
2082,Trisomy 8 by FISH,LDAI10014,4250
2083,Troponin - I,LDA10292,1490
2084,Troponin - T,LDA10291,1490
2085,Trucut Biopsies - Histopathology LDAall,LDA10022,750
2086,TSH (Thyroid Stimulating Hormone),LDA10177,310
2087,TSH Receptor Antibody,LDA10386,5500
2088,"TSH-ultra sensitive (Thyroid Stimulating Hormone -ultra
sensitive)",LDA10184,350
2089,TTF - 1  (IHC Marker),LDA10041,1650
2090,"TTG Antibody IgA, Tissue
Transglutaminase IgA Antibody",LDA10239,1000
2091,"Tumor Mutation Burden (409 genes
variant calling on DNA)",LDA10448,"70,000"
2092,Typhidot IgM,LDA10155,500
2093,U1sn RNP Antibody,LDA10223,3630
2094,Ulcer - Histopathology large,LDA10012,1800
2095,Unconjugated Estriol (uE3),LDA10113,1450
2096,"Urea, 24 Hrs. Urine",LDA10038,310
2097,"Urea, Random Urine",LDA10065,290
2098,"Urea, Serum",LDA10053,110
2099,Urethral Fluid Exam. For Malignant Cells,LDA10007,550
2100,Urethral Swab - Culture & Sensitivity Aerobic (Conventional),LDAI10028,650
2101,"Uric Acid, 24Hrs.Urine",LDA10013,250
2102,"Uric Acid, Random Urine",LDA10066,250
2103,"Uric Acid, Serum",LDA10055,150
2104,Urinary Bladder Tumour - TURBT LDAecimen - Histopathology medium,LDA10098,1200
2105,Urinary Trypsinogen-2 test (Rapid Card),LDA10220,2400
2106,Urine - AFB Culture Rapid,LDAI10197,1000
2107,Urine - Culture & Sensitivity Aerobic (Conventional),LDAI10021,500
2108,Urine - Fungus Culture,LDAI10158,1000
2109,Urine Cotinine / Nicotine,LDA10078,1820
2110,Urine Examination  (Routine),LDA10001,100
2111,"Urine Examination For DyLDALDAhic
LDAs",LDA10095,280
2112,Urine Examination For Reducing Substance,LDA10093,100
2113,Urine fluoride level,LDA10222,2000
2114,Urine For Haemoglobinuria,LDA10043,110
2115,Urine for Malignant Cells,LDA10011,550
2116,Urine Glucose,LDA10004,80
2117,Urine Protein,LDA10003,190
2118,Urobilinogen,LDA10008,100
2119,"Urobilinogen, 24Hrs. Urine",LDA10039,100
2120,Uterine Tumour/T.O.Mass - Histopathology radical,LDA10117,2400
2121,Uterus with Cervix - Histopathology medium,LDA10090,1200
2122,Uterus with Cervix and Adenexa - Histopathology large,LDA10009,1800
2123,Vaginal Swab - Culture & Sensitivity Aerobic (Conventional),LDAI10022,650
2124,Vaginal Swab - Fungus Culture,LDAI10156,1000
2125,Variant RARA Translocations,LDAI10058,5500
2126,"Varicella Zoster Virus IgG (Chicken
Pox)",LDA10030,2100
2127,Varicella Zoster Virus IgG Antibody,LDA10450,3500
2128,Varicella Zoster Virus IgM (Chicken Pox),LDA10029,1700
2129,Varicella Zoster Virus IgM IgG Antibody,LDA10042,3000
2130,"VASOACTIVE INTESTINAL
POLYPEPTIDE (VIP),PLALDAA",LDA10468,16500
2131,"VDRL (LDAR), Serum",LDA10001,160
2132,"VDRL, CLDA",LDA10117,270
2133,Venous Blood Gas Analysis,LDA10140,730
2134,"Venous Thrombosis Panel (Fact V,MTHFR,Prothrombin)",LDA10174,6000
2135,VGKC  (Voltage gated potassium channel),LDA10365,9500
2136,Vimentin (IHC Marker),LDA10055,1650
2137,Viral CNS Panel,LDA10432,8500
2138,Viral CNS Panel (any 2 virus),LDA10416,"10,000"
2139,Vitamin A (Retinol),LDA10313,6000
2140,Vitamin B1 (Thiamine),LDA10314,6000
2141,Vitamin B12 (Cyanocobalamin),LDA10317,970
2142,"Vitamin B12, active Holo Transcobalamin",LDA10460,1750
2143,Vitamin B2 (Riboflavin),LDA10315,6100
2144,Vitamin B3,LDA10430,8000
2145,Vitamin B6,LDA10316,6050
2146,Vitamin C (Ascorbic Acid),LDA10318,3850
2147,Vitamin D and Vitamin B12 Assay,LDA10322,2400
2148,"Vitamin D, 1, 25 - Dihydroxy",LDA10321,4250
2149,"Vitamin D, 25 - OH",LDA10320,1550
2150,Vitamin E (Tocopherol),LDA10319,6100
2151,Vitamin K1,LDA10367,5000
2152,"Vitek - Culture, Identification and sensitivity",LDAI10241,2300
2153,"VMA & Catecholamines, 24 Hr. Urine",LDA10025,9350
2154,"VMA, 24Hrs.Urine (Vanillyl Mandelic Acid, 24hrs. Urine)",LDA10015,4800
2155,Von Hippel-Lindau syndrome (VHL) deletion/duplication analysis MLPA,LDA10484,14000
2156,Von Willebrand Factor (vWF) Antigen,LDA10102,13310
2157,Vulva - Histopathology LDAall,LDA10048,750
2158,Warfarin-PGx Test (CYP2C9 & VKORC1 Mutation Analysis),LDA10019,3050
2159,Water culture/sensitivity,LDAI10237,550
2160,Weil Felix Test,LDA10031,850
2161,Western Blot For HIV 1 & 2,LDA10128,3630
2162,Wetmount  for free living amoebae,LDAI10273,220
2163,Whole Blood - Culture & Sensitivity Aerobic (Automated),LDAI10046,1000
2164,Whole Exome Sequencing- Advanced by NGS,LDA10420,100000
2165,"Whole Genome Sequencing-
Advanced",LDA10422,150000
2166,Whole Mitochondrial Genome Sequencing,LDA10274,29500
2167,Widal  (Tube Agglutination),LDA10007,270
2168,Widal (Slide Agglutination),LDA10006,250
2169,"Wilson Panel ( Copper Urine+
Copper Serum+ CeruloplaLDAin",LDA10244,4200
2170,Wound Swab - Culture & Sensitivity Aerobic (Conventional),LDAI10029,650
2171,WT - 1 (IHC Marker),LDA10081,1650
2172,WT1 mutation detection,LDA10326,8100
2173,Xanthinuria (XDH) gene analysis,LDA10315,43000
2174,Y Chromosome Microdeletion,LDA10012,8500
2175,ZAP 70  (Flowcytometry),LDA10049,2200
2176,"Zinc, PlaLDAa",LDA10147,2250
2177,"Zinc, Serum",LDA10143,2250
Panels & Profile,,,
1,4 marker ALL Panel by FISH,LDA10138,11000
2,"4 Marker Ca-Lung Panel (EGFR,BRAF,ALK,ROS)",LDA10212,25000
3,"5 Marker Ca-Lung Panel (EGFR,KRAS,BRAF,ALK,ROS)",LDA10213,30000
4,"5 Marker Ca-Lung Panel (EGFR,KRAS,BRAF,ALK,ROS)",LDA10028,30000
5,"5 Marker Ca-Lung Panel (EGFR,KRAS,BRAF,ALK,ROS)",LDA10086,30000
6,Acute Leukaemia -Basic lineage (Flowcytometry),LDA10066,6650
7,Acute Leukaemia Comprehensive & Karyotype,LDA10003,13000
8,Acute Leukaemia Comprehensive Diagnosis -20 (Flowcytometry) or ALCD-20,LDA10065,9900
9,Acute Leukaemia Comprehensive reflex Panel (AML or ALL)- Panel 1,LDA10037,19800
10,Acute Leukaemia Comprehensive reflex Panel (AML or ALL)-Panel2,LDA10038,25300
11,Acute Leukaemia Comprehensive reflex-ALL or AML Panel -3,LDA10135,19000
12,Acute Leukaemia-MRD Panel,LDA10075,11500
13,Adenocarcinoma Vs. Mesothelioma (IHC Marker),LDA10061,4000
14,Adult Diffuse Glioma Low Grade (II & III) Panel,LDA10140,15500
15,Advanced Fitness Health Package,LDA10257,4000
16,ALCP Flow & Mol. ALL Panel,LDA10214,15100
17,ALCP Flow & Mol. AML Panel,LDA10221,16500
18,ALL Characterization & Karyotype Combo,LDA10008,12600
19,ALL Characterization Panel (Flowcytometry),LDA10068,9100
20,ALL Panel by FISH (3 translocations),LDA10102,9900
21,"Allergy panel-7 Drugs  (Ampicillin, Amoxicillin, CephaloLDAorin mix., Penicilloyl V, Penicilloyl G)",LDA10475,5750
22,"Allergy panel-food, inhalants,
contacts",LDA10505,11000
23,Alport syndrome gene panel,LDA10311,48000
24,Amenorrhoea AssesLDAent Profile,LDA10014,1600
25,AML Characterization & Karyotyping Combo,LDA10006,12000
26,AML Characterization and Comprehensive Molecular panel,LDA10230,21500
27,AML Characterization Panel (Flowcytometry),LDA10067,9300
28,AML Comboquest I,LDA10009,4850
29,AML Comboquest II,LDA10010,5200
30,AML Comboquest III,LDA10011,7850
31,AML Comboquest IV,LDA10024,5750
32,AML Comboquest IX,LDA10216,13200
33,AML Comboquest V,LDA10023,8450
34,AML Comboquest VI,LDA10031,9200
35,AML Comboquest VII,LDA10032,11950
36,AML Comboquest VIII,LDA10215,6750
37,AML Comboquest X,LDA10465,13000
38,AML Flow & Mol. Panel,LDA10220,15000
39,AML Panel by FISH,LDA10128,10000
40,Anaemia AssesLDAent Profile,LDA10177,2750
41,Antenatal Screening profile (Basic),LDA10028,550
42,Antenatal Screening Profile (Comprehensive),LDA10027,1320
43,Any 5 IHC Markers (IHC Marker),LDA101117,5000
44,Arthritis Profile (Basic),LDA10178,1980
45,Arthritis Profile (Comprehensive ),LDA10179,4400
46,"ALDAergillus IgG & IgM Antibody
Panel",LDA10032,4500
47,"Auto Immune Profile (Gastrointestinal) Includes *AMA
*Anti LKM - 1 *ANA (Hep -2)*Anti LDAoth Muscle Antibody (LDAA)
*ANCA",LDA10055,9680
48,Bartter Syndrome gene panel,LDA10312,48000
49,Basic CLL Screening Panel,LDA10103,7700
51,"Beta 2 glycoprotein 1 panel (IgG,
IgM, IgA)",LDA10029,3630
52,BOH (Bad Obstetric History) Basic,LDA10301,7000
53,BOH (Bad Obstetric History)Panel,LDA10193,18370
54,Bone marrow failure syndrome gene panel,LDA10453,30000
55,Breast Cancer Comprehensive Diagnosis Panel,LDA10098,7000
56,Breast Cancer Prognosis Panel (1A) (IHC Marker),LDA10042,4250
57,Breast Cancer Prognosis Panel (1B) (IHC Marker),LDA10043,3000
58,Breast Cancer Prognosis Panel (2A) (IHC Marker),LDA10044,15150
59,Breast Cancer Prognosis Panel (2B) (IHC Marker),LDA10045,5200
60,Breast Cancer Prognosis Panel (3A) (IHC Marker),LDA10046,4000
61,"Breast Cancer Prognosis Panel (Basic) / ER, PR  (IHC Marker)",LDA10041,2200
62,CanAssist-Breast,LDA10423,60000
63,Cancer Screening Panel (Female),LDA10173,4070
64,Cancer Screening Panel (Male),LDA10172,3190
65,Cardiac Enzymes Profile,LDA10070,1090
66,Cardiac Injury Panel,LDA10194,5120
67,Cardiac Panel,LDA10196,2970
68,Cardiolipin Antibodies Profile,LDA10004,2530
69,Cardiomyopathy gene panel,LDA10299,43000
70,"CD 34quest (stem cells) (Ishage
Gating)  (Flowcytometry)",LDA10078,2400
71,"CD4/ CD8 Enumeration
(Flowcytometry)",LDA10076,1950
72,Cell Free DNA /Circulating tumor (Ct)  DNA -  Colon Cancer Panel/ Liquid Bx. Cell Free Comprehensive Colon Cancer Panel,LDA10353,30000
73,"Cell Free DNA /Circulating tumor (Ct)  DNA- PAN RAS  Liquid Bx. Cell
Free PAN RAS",LDA10354,"25,000"
74,Champion Health Panel,LDA10187,5500
75,CLL Comprehensive & Karyotype Combo,LDA10105,15500
76,CLL Diagnostic Panel (Comprehensive)  (Flowcytometry),LDA10069,11000
77,CLL MRD panel,LDA10108,11500
78,CLL prognosis by FISH,LDA10099,9100
79,CML Combo quest I,LDA10020,10900
80,CML Combo quest II,LDA10021,10150
81,Coagulation Profile (Basic),LDA10209,650
82,Coeliac Disease Profile,LDA10056,5810
83,Comprehensive Colorectal Panel,LDA10467,18000
84,Comprehensive leukemia panel - 57 genes,LDA10408,"21,000"
85,Congenital afibrinogenemia gene panel,LDA10303,43000
86,Congenital dyserythropoietic anaemia gene panel,LDA10304,43000
87,Congenital hypopituitariLDA gene panel,LDA10301,43000
88,"ct DNA for Hot LDAot mutations in EGFR, KRAS, NRAS, BRAF",LDA10411,29000
89,"Customized (Any 5 Markers) Panel
(Flowcytometry)",LDA10080,4250
90,"Customized (Any 7 Markers) Panel
(Flowcytometry)",LDA10079,6050
91,Deep Vein Thrombosis (DVT) Panel,LDA10210,14850
92,Diabetes Profile ( Basic),LDA10011,450
93,Diabetes Profile (Comprehensive),LDA10072,1320
94,Diagnostic ALCP & MRD Panel,LDA10104,19250
95,Diamond blackfan anaemia gene panel,LDA10305,43000
96,DIC Panel (Disseminated Intravascular coagulation  Panel),LDA10494,3170
97,DNA Genetic Cancer Risk Test (98 gene panel),LDA10391,20000
98,Drug Of Abuse  Panel -5 A,LDA10020,3630
99,Drug Of Abuse Panel-5 B,LDA10019,3630
100,Drug Of Abuse Panel-7,LDA10018,5080
101,Dyskeratosis congenita gene panel,LDA10306,43000
102,"ENA (Screen)Panel Qualitative (Extractable Nuclear Antigen Screen
Panel Qualitative)",LDA10030,2180
103,ENA Panel (Comprehensive) - Quantitative -Extractable Nuclear Antigen Comprehensive,LDA10031,9460
104,Eosinophilic Leukaemia Panel by FISH,LDAI10052,12000
105,Epidermolysis bullosa gene panel,LDA10441,30000
106,"Fanconi Anaemia DNA Mutation
Analysis",LDA10419,10500
107,Fanconi anaemia gene panel,LDA10431,30000
108,Fever Panel (Basic),LDA10026,560
109,Fever Panel Comprehensive,LDA10170,2540
110,Fever Panel: Multiplex PCR,LDA10169,7200
111,Final Diagnosis Panel by IHC,LDA10100,6500
112,FISH - AML Panel,LDA10128,10000
113,FISH - CLL prognosis,LDA10099,9100
114,FISH - Eosinophilic Leukaemia Panel,LDAI10052,12000
115,FISH - IgH/MYC t(8;14),LDAI10063,5000
116,FISH- Lymphoma Panel,LDAI10065,12000
117,"FISH- Multiple Myeloma FISH on
enriched PlaLDAa cells",LDAI10062,10500
118,Fitness Health Package,LDA10071,3400
119,Flowcytometry - Acute Leukaemia- MRD Panel,LDA10075,11500
120,Flowcytometry - ALL Characterization Panel,LDA10068,9100
121,Flowcytometry - AML Characterization Panel,LDA10067,9300
122,"Flowcytometry - CD 34quest (stem
cells) (Ishage Gating)",LDA10078,2400
123,"Flowcytometry - CD4/ CD8
Enumeration",LDA10076,1950
124,Flowcytometry - CLL Diagnostic Panel (Comprehensive),LDA10069,11000
125,"Flowcytometry - Customized (Any 5
Markers) Panel",LDA10080,4250
126,"Flowcytometry - Customized (Any 7
Markers) Panel",LDA10079,6050
127,"Flowcytometry - Hairy Cell
Leukaemia Panel",LDA10073,4850
128,"Flowcytometry - Helper CD4 Cells
Enumeration",LDA10077,950
129,"Flowcytometry - Leukaemia Lymphoma Comprehensive
Diagnosis Panel",LDA10088,12100
130,Flowcytometry - Leukaemia Orientation panel,LDA10089,7150
131,Flowcytometry - Lymphoma Diagnostic Panel,LDA10072,11200
132,Flowcytometry - MDS evaluation panel,LDA10106,12000
133,"Flowcytometry - Multiple Myeloma
Panel",LDA10074,5150
134,"Flowcytometry - PNH
Comprehensive Work Up",LDA10084,4850
135,"Flowcytometry - PNH Diagnostic
Panel (PolymoLDAhs)",LDA10071,3050
136,"Flowcytometry - PNH Diagnostic
Panel(LDAs)",LDA10070,3050
137,Flowcytometry - PNH With  Flaer,LDA10083,3650
138,"Flowcytometry - T B NK cell
lymphocytes subset analysis",LDA10096,3700
139,Flowcytometry Acute Leukaemia - Basic lineage,LDA10066,6650
140,Flowcytometry- Acute Leukaemia Comprehensive Diagnosis - 20 or ALCD- 20,LDA10065,9900
141,Flowcytometry- Basic CLL Screening Panel,LDA10103,7700
